GeneID	Symbol	LogFoldChange	P-Value
283738	LOC283738	-0,0025	0,95
283742	FAM98B	-0,0613	0,43
283745	LOC283745	-0,0277	0,44
283755	LOC283755	0,0313	0,68
283768	GOLGA8G	-0,0677	0,016
283788	LOC283788	0,0323	0,5
283807	FBXL22	-0,0568	0,09
283820	NOMO2	-0,268	0,00000014
283846	DKFZp547E087	0,111	0,041
283848	FLJ37464	0,0537	0,13
283859	LOC283859	0,0695	0,018
283867	LOC283867	0,0315	0,39
283869	NPW	0,0666	0,065
283871	LOC283871	-0,2998	0,00001
283876	FLJ39639	-0,0514	0,11
283899	CCDC95	0,1285	0,0011
283904	LOC283904	0,0191	0,33
283922	LOC283922	0,0539	0,41
283927	NUDT7	-0,0877	0,0012
283951	LOC283951	-0,1326	0,00077
283953	LOC283953	0,0086	0,8
283970	PDXDC2	-0,0004	0,99
283987	C17orf28	-0,0592	0,041
283989	TSEN54	0,0579	0,016
283991	FAM100B	0,262	0,00000016
284001	CCDC57	0,015	0,38
284004	HEXDC	0,0077	0,26
284013	VMO1	0,0381	0,17
284014	LOC284014	0,0341	0,39
284017	LOC284017	0,056	0,0035
284018	C17orf58	-0,1105	0,059
284021	C17orf60	0,064	0,04
284023	LOC284023	0,0142	0,59
284029	C17orf44	-0,0302	0,35
284033	LOC284033	0,1636	0,043
284040	CDRT4	0,0536	0,079
284058	KIAA1267	0,319	0,000011
284067	LOC284067	-0,0602	0,028
284069	MGC34829	-0,0477	0,16
284072	LOC284072	-0,0257	0,46
284100	LOC284100	0,0017	0,96
284106	CISD3	-0,0045	0,014
284111	SLC13A5	-0,1907	0,00000028
284114	TMEM102	0,0153	0,68
284119	PTRF	0,3564	0,000000028
284131	FLJ35220	-0,008	0,44
284161	GDPD1	-0,3145	0,00077
284184	C17orf89	-0,0257	0,0076
284185	C17orf55	0,0226	0,67
284187	DKFZp761P0212	0,0175	0,15
284214	LOC284214	-0,5741	0,0000049
284217	LAMA1	0,1362	0,000012
284240	LOC284240	-0,0107	0,78
284244	LOC284244	0,06	0,036
284252	KCTD1	-0,3986	0,0000000000047
284257	FAM44C	-0,0204	0,52
284262	LOC284262	-0,0148	0,74
284266	SIGLEC15	0,0568	0,28
284273	ZADH2	-0,2317	0,0000054
284296	LOC284296	-0,2727	0,000002
284297	LOC284297	0,08	0,069
284307	ZIK1	-0,0286	0,33
284309	ZNF776	-0,0186	0,61
284313	FLJ39005	0,0668	0,033
284323	ZNF780A	-0,0573	0,013
284325	C19orf54	0,2637	0,000000013
284336	LOC284336	0,0688	0,033
284338	MGC70924	-0,1265	0,004
284340	CXCL17	-0,086	0,027
284348	LYPD5	-0,0988	0,0025
284349	ZNF283	-0,0092	0,69
284352	LOC284352	-0,061	0,023
284353	NKPD1	-0,0413	0,17
284361	C19orf63	-0,0982	0,00000054
284367	SIGLECP3	-0,0436	0,23
284370	ZNF615	-0,161	0,00019
284382	MGC33407	-0,0607	0,15
284402	LOC284402	-0,1321	0,00078
284403	WDR62	-0,0606	0,17
284406	ZNF545	0,007	0,81
284408	LOC284408	-0,0516	0,17
284415	VSTM1	-0,0421	0,16
284422	LOC284422	-0,0403	0,29
284424	C19orf30	-0,1877	0,00004
284439	SLC25A42	-0,0035	0,18
284443	ZNF493	0,0226	0,06
284451	C19orf19	-0,0085	0,72
284454	LOC284454	0,0514	0,14
284459	HKR1	0,1022	0,0087
284475	LOC284475	-0,0161	0,69
284485	FLJ36032	-0,2627	0,000047
284541	CYP4A22	-0,0211	0,51
284542	LOC284542	-0,0161	0,58
284561	LOC284561	-0,0078	0,7
284611	FAM102B	-0,1157	0,0037
284612	SYPL2	-0,0347	0,33
284613	CYB561D1	-0,0274	0,31
284615	ANKRD34	-0,4651	0,0000000051
284618	C1orf104	0,0855	0,011
284648	LOC284648	-0,0077	0,84
284649	DKFZP564C196	0,0055	0,37
284654	RSPO1	-0,0019	0,96
284656	EPHA10	-0,1138	0,000071
284680	C1orf111	0,0174	0,59
284695	ZNF326	0,1559	0,000012
284701	LOC284701	-0,0184	0,68
284702	LOC284702	0,0904	0,003
284716	FAM80A	-0,1279	0,000037
284723	SLC25A34	-0,0018	0,97
284739	PRR17	0,0278	0,52
284747	ZNF663	0,0241	0,58
284749	LOC284749	-0,0215	0,53
284757	LOC284757	-0,0359	0,11
284759	SIRPB2	0,1645	0,00012
284764	FTLL1	0,0064	0,89
284801	LOC284801	-0,0375	0,17
284802	FRG1B	-0,0492	0,014
284804	LOC284804	-0,0245	0,53
284808	FLJ38773	0,0387	0,34
284835	C21orf130	0,0313	0,37
284836	C21orf125	-0,0118	0,78
284900	KIAA1648	-0,0376	0,11
284904	SEC14L4	0,0399	0,14
284912	LOC284912	-0,0737	0,048
284933	LOC284933	-0,1473	0,00014
284948	SH2D6	0,0394	0,23
284992	FLJ39660	0,0134	0,15
284996	RNF149	0,2368	0,000085
284998	LOC284998	0,1559	0,027
285000	LOC285000	0,0233	0,49
285014	LOC285014	-0,058	0,03
285016	hCG_1990170	-0,2828	0,0025
285023	DKFZp451M2119	-0,0067	0,81
285033	LOC285033	-0,0226	0,57
285074	LOC285074	0,0959	0,071
285086	LOC285086	-0,2164	0,0022
285095	LOC285095	0,0262	0,59
285147	LOC285147	-0,4675	0,000000024
285148	IAH1	-0,1067	0,019
285172	FAM126B	-0,3244	0,002
285178	LOC285178	-0,1134	0,0018
285193	DUSP28	-0,1342	0,0042
285195	SLC9A9	0,0883	0,0000028
285203	C3orf64	0,147	0,00087
285220	EPHA6	-0,075	0,019
285231	FBXW12	0,378	0,00000037
285237	C3orf38	-0,031	0,099
285268	ZNF621	0,1861	0,000000011
285281	LOC285281	0,5846	0,0005
285282	RABL3	-0,0672	0,015
285286	LOC285286	0,1533	0,0016
285313	IGSF10	0,0183	0,57
285331	CCDC66	0,1013	0,0077
285343	C3orf23	-0,1495	0,0000091
285362	SUMF1	0,2474	0,00018
285367	RPUSD3	-0,2323	0,000032
285381	DPH3	0,0963	0,022
285382	LOC285382	-0,0829	0,13
285386	FAM79B	0,0107	0,57
285431	LOC285431	-0,0483	0,08
285440	CYP4V2	-0,0036	0,0037
285464	CRIPAK	0,1815	0,013
285489	DOK7	-0,0182	0,56
285498	RNF212	-0,1063	0,002
285513	GPRIN3	-0,0092	0,77
285521	COX18	-0,1203	0,00017
285527	FRYL	0,4374	0,0000000078
285533	RNF175	-0,6226	0,000000033
285535	LOC285535	0,2042	0,00022
285540	LOC285540	0,0948	0,0062
285548	LOC285548	0,0498	0,25
285550	LOC285550	-0,1661	0,000032
285556	LOC285556	-0,4111	0,0000029
285590	SH3PXD2B	0,2135	0,000028
285596	NY-REN-7	-0,1104	0,0045
285598	ARL10	0,0148	0,71
285601	GPR150	0,0342	0,34
285620	LOC285620	-0,0093	0,82
285628	LOC285628	-0,0287	0,19
285636	LOC285636	0,0967	0,000025
285671	RNF180	-0,093	0,016
285672	P18SRP	-0,2218	0,00039
285704	RGMB	-0,0265	0,0066
285733	LOC285733	-0,0443	0,054
285736	FLJ35700	-0,0485	0,097
285753	C6orf182	-0,0146	0,58
285755	PPIL6	-0,014	0,73
285761	DCBLD1	0,1787	0,00004
285771	LOC285771	-0,0234	0,53
285780	RP3-398D13,1	-0,0162	0,54
285812	LOC285812	-0,5248	0,0000023
285813	LOC285813	-0,0433	0,44
285827	LOC285827	-0,0144	0,69
285829	SUMO2P	-0,0009	0,98
285830	RP3-377H14,5	0,062	0,18
285831	LOC285831	-0,2511	0,000011
285835	LOC285835	0,0141	0,61
285847	LOC285847	0,6277	0,00006
285855	RPL7L1	-0,0418	0,071
285902	LOC285902	0,1037	0,074
285908	LOC285908	0,0245	0,5
285941	LOC285941	-0,0095	0,74
285943	LOC285943	-0,0507	0,13
285944	LOC285944	0,0737	0,1
285949	LOC285949	0,0095	0,68
285955	WBSCR19	0,019	0,55
285957	LOC285957	-0,0367	0,14
285958	C7orf40	-0,0485	0,17
285965	LOC285965	-0,0665	0,1
285966	FAM139A	-0,0384	0,33
285971	ZNF775	-0,0077	0,025
285973	ATG9B	0,032	0,35
285986	LOC285986	0,0954	0,0023
285989	ZNF789	0,0087	0,57
286006	C7orf53	0,1026	0,0073
286023	FLJ40288	0,0298	0,41
286053	NSMCE2	-0,0685	0,045
286059	LOC286059	-0,0452	0,023
286075	ZNF707	0,057	0,069
286076	BREA2	0,0291	0,44
286077	FAM83H	-0,0008	0,22
286097	EFHA2	-0,6912	0,0000000043
286101	ZNF252	0,1087	0,0028
286109	LOC286109	0,0212	0,57
286126	LOC286126	0,0053	0,83
286128	ZFP41	0,1921	0,000000094
286133	SCARA5	-0,0029	0,45
286144	LOC286144	-0,1252	0,000049
286148	DPY19L4	0,3274	0,00000047
286151	FBXO43	-0,0157	0,63
286167	LOC286167	0,1793	0,000003
286170	LOC286170	0,0919	0,17
286191	LOC286191	-0,0037	0,056
286205	C9orf126	-0,1003	0,0037
286207	C9orf117	0,3193	0,0054
286223	C9orf47	0,3008	0,0000088
286257	C9orf142	0,0894	0,0072
286272	LOC286272	-0,2874	0,000000029
286301	FAM27E3	-0,0575	0,19
286319	TUSC1	0,0106	0,87
286333	C9orf109	0,0114	0,75
286336	FAM78A	-0,0224	0,52
286343	C9orf150	0,1319	0,15
286354	C9orf130	-0,004	0,91
286367	LOC286367	-0,1573	0,0011
286371	C9orf73	-0,0647	0,038
286410	ATP11C	-0,1017	0,00094
286434	LOC286434	0,0072	0,7
286437	LOC286437	0,2901	0,00000047
286451	YIPF6	0,0805	0,000093
286499	FAM133A	-0,2009	0,00058
286527	MGC39900	-0,0231	0,22
286676	ILDR1	-0,0269	0,4
286749	STON1-GTF2A1L	0,3602	0,00012
286753	TUSC5	0,0048	0,91
286826	LIN9	0,0117	0,17
286827	TRIM59	0,4172	0,0011
286887	KRT6C	-0,0537	0,035
317648	C4orf10	0,0431	0,012
317649	EIF4E3	-0,2758	0,0000018
317662	FAM149B1	0,0254	0,0047
317671	RFESD	-0,0725	0,034
317702	VN1R3	0,0206	0,52
317762	C14orf65	-0,1946	0,000056
317781	DDX51	-0,0088	0,088
319085	C14orf85	0,2677	0,0000000021
319101	KRT73	0,0382	0,28
326292	RPL22P2	-0,02	0,075
326321	RPS24P2	-0,1046	0,056
326624	RAB37	0,005	0,88
326625	MMAB	0,0659	0,0023
326626	PTMAP7	0,5656	0,000000003
333926	PPM1J	0,2535	0,000000016
337876	CHSY-2	-0,1995	0,000067
337966	KRTAP6-1	-0,0021	0,93
337970	KRTAP19-3	-0,0057	0,85
338324	S100A7A	0,0585	0,0013
338328	LOC338328	0,2475	0,00022
338388	MRPS16P3	-0,3971	0,00000006
338440	TMEM16J	0,0219	0,44
338620	LOC338620	-0,0083	0,74
338645	LUZP2	-0,0462	0,17
338657	CCDC84	0,0656	0,13
338661	PMP22CD	0,0112	0,72
338692	ANKRD13D	0,0597	0,00056
338699	ANKRD42	-0,0348	0,046
338707	B4GALNT4	-0,0639	0,0025
338758	LOC338758	-0,5351	0,00000021
338799	LOC338799	0,0598	0,0017
338811	FAM19A2	-0,0976	0,011
338864	LOC338864	-0,0631	0,047
339005	WHDC1L1	0,0027	0,089
339047	LOC339047	0,1149	0,027
339105	POL3S	-0,0442	0,43
339122	RAB43	-0,039	0,00012
339123	LOC339123	-0,0011	0,98
339166	LOC339166	0,081	0,13
339175	METTL2A	-0,1077	0,21
339210	C17orf67	-0,0529	0,15
339221	ENPP7	0,0611	0,24
339229	LOC339229	0,0136	0,47
339230	CCDC137	0,0352	0,24
339260	LOC339260	-0,041	0,13
339263	C17orf51	-0,0069	0,00084
339287	MSL-1	-0,0807	0,025
339290	LOC339290	-0,1185	0,0015
339316	LOC339316	0,0132	0,59
339324	ZNF260	0,1608	0,00005
339327	ZNF546	-0,0978	0,000000021
339344	LOC339344	-0,2594	0,000000029
339352	LOC339352	0,0572	0,052
339366	ADAMTSL5	-0,0691	0,056
339400	LOC339400	-0,0098	0,75
339416	ANKRD45	0,0408	0,44
339448	C1orf174	0,0576	0,012
339456	TMEM52	-0,0032	0,92
339457	LOC339457	-0,0853	0,084
339479	FAM5C	-0,0103	0,75
339483	LOC339483	0,0564	0,003
339487	ZBTB8OS	-0,3384	0,0000012
339500	ZNF678	0,2035	0,076
339524	LOC339524	-0,0227	0,17
339541	MGC33556	0,0733	0,0059
339665	SLC35E4	0,0174	0,59
339669	C22orf33	-0,0634	0,019
339745	SPOPL	0,0944	0,0031
339760	LOC339760	0,0378	0,26
339778	LOC339778	0,0246	0,5
339779	C2orf53	-0,0152	0,67
339803	LOC339803	0,1192	0,0021
339829	CCDC39	0,0766	0,44
339855	KY	0,0349	0,39
339883	C3orf35	-0,048	0,08
339929	LOC339929	-0,0042	0,9
339965	FLJ25770	-0,0495	0,16
339984	LOC339984	0,0712	0,17
340024	SLC6A19	-0,0405	0,33
340061	TMEM173	-0,1065	0,0044
340075	ARSI	-0,0134	0,66
340085	LOC340085	0,1039	0,000078
340146	SLC35D3	-1,3102	0,00000000075
340152	ZC3H12D	0,148	0,0013
340168	DPPA5	-0,0347	0,35
340178	LOC340178	-0,139	0,0012
340252	ZNF680	0,1722	0,0024
340267	COL28A1	0,0916	0,049
340273	ABCB5	0,0042	0,88
340277	C7orf46	0,0662	0,48
340348	TSPAN33	0,1768	0,000029
340351	AGBL3	0,0868	0,002
340371	NRBP2	0,2283	0,0032
340385	ZNF517	-0,0294	0,35
340390	KIAA1875	-0,0837	0,044
340419	RSPO2	0,0087	0,78
340481	ZDHHC21	-0,0327	0,00022
340526	RGAG4	-0,1997	0,00004
340533	KIAA2022	-0,3014	0,0000014
340542	BEX5	-0,9273	0,000000012
340547	VSIG1	-0,0537	0,0000011
340554	ZC3H12B	-0,1838	0,000000023
340591	CA5BL	0,061	0,18
340596	LHFPL1	-0,0244	0,51
340719	NANOS1	-0,0066	0,049
340895	C10orf112	-0,0112	0,78
341405	ANKRD33	-0,0211	0,51
341567	H1FNT	-0,0562	0,073
341880	SLC35F4	-0,1953	0,000000015
341912	LOC341912	-0,0783	0,056
341947	COX8C	-0,0378	0,23
342035	GLDN	0,0952	0,61
342184	FMN1	0,0353	0,37
342357	ZKSCAN2	-0,0204	0,4
342371	ATXN1L	0,0634	0,13
342527	SMTNL2	-0,0288	0,31
342538	NACA2	-0,0015	0,93
342574	KRT27	-0,1043	0,0031
342667	STAC2	-0,077	0,034
342892	LOC342892	0,072	0,0023
342898	SYCN	-0,026	0,52
342900	hCG_1657112	-0,1549	0,000032
342908	ZNF404	0,2096	0,00024
342909	ZNF284	-0,1157	0,00022
342918	LOC342918	0,063	0,1
342926	ZNF677	-0,0271	0,27
342945	ZSCAN22	0,1138	0,0000000000035
342977	NANOS3	-0,0086	0,77
342979	LOC342979	0,104	0,0067
343035	RD3	0,0235	0,53
343099	CCDC18	-0,0303	0,021
343450	KCNT2	-0,1444	0,0028
343552	FOXO6	-0,049	0,34
343637	RSPO4	-0,2006	0,000074
343641	TGM6	-0,0274	0,18
343702	XKR7	0,0728	0,00037
343990	C2orf55	-0,3985	0,00000000029
344148	NAP5	0,1373	0,0029
344405	LOC344405	0,0184	0,55
344558	SH3MD4	0,1303	0,00086
344595	LOC344595	0,16	0,0012
344729	OR7E140P	0,052	0,097
344752	AADACL2	-0,0591	0,054
344887	LOC344887	0,052	0,17
344905	ATP13A5	-0,0619	0,18
345222	LOC345222	-0,2152	0,000062
345462	DKFZp686E2433	0,0802	0,00052
345557	PLCXD3	0,1328	0,044
345757	TMEM157	-0,1985	0,021
345778	MTX3	-0,2725	0,000069
345895	RSHL3	0,0746	0,12
346157	ZNF391	-0,095	0,076
346171	ZFP57	-0,0014	0,52
346389	7A5	-0,0149	0,1
346562	GNAT3	-0,017	0,6
346653	FAM137B	0,0167	0,6
346689	KLRG2	-0,0206	0,51
346887	LOC346887	-0,0241	0,57
347240	KIF24	0,0099	0,00087
347252	IGFBPL1	-0,6307	0,00000000001
347265	KRT8P11	-0,0741	0,25
347273	LOC347273	-0,0794	0,0027
347344	ZNF81	0,0329	0,00054
347365	ITIH5L	0,0273	0,48
347376	hCG_1749005	0,2357	0,00000013
347402	NLRP3P	-0,1372	0,0000065
347689	SOX2OT	0,288	0,022
347730	LRRTM1	-0,7208	0,00000000000071
347732	CATSPER3	-0,0096	0,78
347733	TUBB2B	0,0522	0,62
347734	SLC35B2	0,1587	0,0024
347735	SERINC2	-0,0617	0,071
347736	TXNDC6	0,3186	0,000034
347744	C6orf52	0,0688	0,01
347853	TBX10	-0,0063	0,25
347862	PDDC1	0,2838	0,00000000064
347902	AMIGO2	0,3136	0,00023
347918	EP400NL	0,0592	0,0017
348013	FAM70B	-0,0191	0,68
348035	MGC40069	-0,0182	0,57
348093	RBPMS2	0,047	0,22
348094	ANKDD1A	0,1905	0,000057
348110	C15orf38	0,0483	0,015
348120	LOC348120	-0,0311	0,37
348158	ACSM2B	-0,0228	0,22
348174	LOC348174	0,0347	0,3
348180	LOC348180	0,0495	0,2
348235	FAM33A	0,2082	0,000054
348487	FAM131C	0,0617	0,18
348654	GEN1	-0,0053	0,81
348751	LOC348751	0,0496	0,17
348761	LOC348761	0,0265	0,39
348793	WDR53	-0,0399	0,19
348807	CCDC37	0,2351	0,00086
348932	SLC6A18	-0,0222	0,49
348938	ICHTHYIN	0,0029	0,92
348995	NUP43	-0,0488	0,18
349136	WDR86	-0,0665	0,054
349152	DPY19L2P2	-0,8826	0,00000000041
349160	LOC349160	-0,0879	0,024
349236	C9orf164	0,2762	0,016
349391	CYCSP44	-0,0457	0,11
349565	NMNAT3	-0,0269	0,034
349667	RTN4RL2	-0,0354	0,38
350615	LOC350615	0,1799	0,0061
352909	C19orf51	0,2054	0,0054
352954	GATS	-0,1097	0,071
352961	3,8-1	-0,0304	0,29
352999	C6orf58	-0,0061	0,33
353088	ZNF429	0,041	0,06
353116	FLJ39378	0,1411	0,000077
353149	MGC51025	0,0037	0,92
353189	SLCO4C1	0,0053	0,47
353219	KAAG1	0,055	0,096
353274	ZNF445	0,0088	0,047
353322	ANKRD37	0,0271	0,63
353324	SPATA12	0,0528	0,2
353355	ZNF233	-0,0669	0,000073
353376	TICAM2	0,0896	0,016
353497	POLN	0,0555	0,15
353514	LILRA5	-0,0101	0,66
359710	C20orf185	0,0015	0,23
359787	DPPA3	-0,0204	0,44
359845	FAM101B	-0,2277	0,0006
359948	IRF2BP2	0,2705	0,00000000046
360022	LOC360022	0,0882	0,033
360023	ZBTB41	0,4107	0,0000096
360205	PRAC2	-0,0537	0,15
360219	GCRG224	0,0787	0,024
362495	Hrpap20	-0,0041	0,92
373156	GSTK1	0,1258	0,0000000048
373861	HILS1	-0,0889	0,07
373863	DND1	0,0394	0,12
374286	CDRT1	-0,0189	0,26
374291	NDUFS7	-0,0453	0,31
374354	NHLRC2	0,0893	0,00000043
374378	GALNTL4	-0,0478	0,2
374387	DKFZp779M0652	-0,0409	0,19
374395	LOC374395	-0,0075	0,00014
374403	TBC1D10C	-0,047	0,15
374407	DNAJB13	0,0941	0,082
374443	LOC374443	0,0261	0,056
374454	KRT77	0,0114	0,72
374470	C12orf42	-0,0076	0,8
374491	LOC374491	-0,05	0,077
374618	TEX9	0,2757	0,0048
374654	KIF7	0,0523	0,098
374655	ZNF710	0,0066	0,085
374659	HDDC3	0,0196	0,54
374666	FAM39DP	0,2427	0,0000024
374739	TEPP	-0,0348	0,45
374768	C17orf83	-0,0134	0,07
374819	LRRC37A3	0,0924	0,019
374868	ATP9B	0,0185	0,27
374875	HSD11B1L	-0,2056	0,0000023
374877	C19orf45	-0,002	0,71
374882	UNQ501	-0,1254	0,028
374887	FLJ44968	-0,7958	0,0000000039
374897	SBSN	-0,1276	0,00077
374899	DKFZp779O175	-0,0338	0,027
374907	B3GNT8	0,0182	0,67
374918	IGFL1	-0,0444	0,22
374928	ZNF773	-0,0023	0,097
374969	CCDC23	0,0752	0,00011
374973	LOC374973	-0,0805	0,12
374977	C1orf175	0,1614	0,0034
374986	FAM73A	-0,3274	0,0067
375033	PEAR1	0,1261	0,0018
375035	SFT2D2	0,0391	0,24
375056	MIA3	-0,4259	0,00000000015
375057	C1orf95	-0,1443	0,000025
375061	FAM89A	0,1386	0,025
375190	LOC375190	0,0435	0,0024
375248	ANKRD36	-0,0854	0,00046
375287	RBM43	0,0227	0,47
375295	LOC375295	-0,1037	0,002
375298	CERKL	0,0259	0,37
375316	RBM44	0,1199	0,0000016
375323	LHFPL4	-0,3472	0,00000002
375341	C3orf62	0,0435	0,23
375346	TMEM110	0,0586	0,016
375387	LRRC33	0,065	0,11
375444	C5orf34	-0,1783	0,00000005
375449	MAST4	0,2757	0,00000000007
375484	C5orf25	-0,2161	0,0000015
375513	GUSBL2	0,1319	0,000000004
375519	GJB7	-0,0532	0,12
375612	LHFPL3	-0,5813	0,0000000091
375686	SPATC1	0,0737	0,024
375690	FAM39E	0,2427	0,0000024
375704	C9orf165	0,0873	0,27
375743	PTAR1	0,3228	0,000000011
375748	LOC375748	-0,0528	0,024
375757	C9orf119	0,0298	0,36
375759	C9orf50	0,0339	0,33
375775	PNPLA7	0,0348	0,27
375790	AGRN	-0,0127	0,33
376267	RAB15	-0,4754	0,000000000034
376412	RNF126P1	-0,0189	0,61
376497	SLC27A1	0,2767	0,00000017
376940	ZC3H6	0,0704	0,053
377064	ZNF717	0,0668	0,042
377677	CA13	0,123	0,031
378001	TSPYP3	-0,0305	0,52
378464	MORN2	-0,1253	0,073
378708	APITD1	-0,1429	0,0026
378805	FLJ43663	0,021	0,00024
378820	C21orf116	-0,0995	0,028
378925	RNF148	-0,0839	0,021
378938	MALAT1	0,2456	0,0038
378951	RBMY1J	-0,0141	0,64
378956	RBMY2NP	-0,0305	0,52
379005	RBMY2OP	-0,0305	0,52
379010	RBMY2VP	-0,0141	0,64
379025	FLJ31306	-0,0369	0,21
379034	FLJ10489	-0,056	0,13
386607	ZFP91-CNTF	0,1334	0,00005
386618	KCTD4	-0,4475	0,000068
386685	KRTAP10-12	0,1072	0,039
386724	AMIGO3	0,0217	0,42
386757	SLC6A10P	0,1558	0,013
386758	BC036928	-0,0353	0,32
386759	MGC9913	-0,1609	0,0042
387032	ZKSCAN4	-0,0403	0,18
387066	SNHG5	0,2836	0,00000031
387079	C6orf98	0,088	0,00054
387082	SUMO4	0,148	0,0013
387097	C6orf147	-0,1202	0,0088
387103	C6orf173	-0,1063	0,00053
387104	C6orf174	-0,1765	0,00003
387111	C6orf181	0,0081	0,72
387119	C6orf204	0,1163	0,0000058
387263	C6orf120	-0,1463	0,0014
387338	NSUN4	-0,0513	0,00062
387496	RASL11A	0,0203	0,5
387509	GPR153	-0,0422	0,18
387521	TMEM189	-0,115	0,00014
387522	TMEM189-UBE2V1	-0,1272	0,00014
387535	HCRP1	-0,0557	0,089
387590	psiTPTE22	0,1005	0,022
387638	C10orf113	0,0184	0,61
387644	C10orf51	-0,0469	0,26
387647	LOC387647	0,0312	0,028
387680	FAM21A	0,046	0,045
387695	C10orf99	-0,0551	0,22
387707	CC2D2B	-0,0925	0,013
387718	C10orf122	-0,0109	0,77
387723	LOC387723	0,0395	0,29
387745	LOC387745	0,0285	0,35
387750	CCDC35	-0,0109	0,72
387755	INSC	-0,0155	0,67
387758	FIBIN	0,3255	0,000016
387763	LOC387763	0,2879	0,15
387837	CLEC12B	-0,0168	0,51
387856	LOC387856	-0,1378	0,0014
387882	OCC-1	-0,106	0,2
387893	SETD8	0,0432	0,0025
387914	TMEM46	-0,2734	0,0041
387921	RP11-50D16,3	0,0031	0,19
387923	C13orf21	-0,0219	0,00000032
387978	C14orf23	-0,235	0,0000017
388021	TMEM179	-0,0564	0,076
388115	C15orf52	0,2404	0,00000031
388125	FAM148B	0,0398	0,17
388135	LOC388135	-0,2066	0,000083
388160	LOC388160	0,0007	0,98
388199	LOC388199	-0,0678	0,046
388228	SBK1	-0,0354	0,031
388272	LOC388272	-0,1797	0,00021
388284	LOC388284	-0,0212	0,47
388323	LOC388323	0,0341	0,39
388327	hCG_1985469	-0,144	0,00054
388335	LOC388335	0,1305	0,0021
388341	C17orf76	-0,0898	0,034
388344	LOC388344	0,0767	0,16
388358	RP13-401N8,2	0,0145	0,41
388381	LOC388381	0,0244	0,39
388389	CCDC103	0,0555	0,12
388403	YPEL2	0,0784	0,0071
388419	LOC388419	-0,027	0,41
388439	FLJ12120	0,0011	0,97
388494	LOC388494	-0,2067	0,000055
388503	LOC388503	-0,01	0,78
388507	ZNF788	0,0992	0,018
388533	KRTDAP	-0,1112	0,00078
388552	BLOC1S3	-0,0134	0,17
388564	LOC388564	-0,0295	0,55
388567	ZNF749	-0,0023	0,097
388569	ZNF324B	0,0269	0,01
388581	FAM132A	0,0201	0,71
388585	HES5	-0,1492	0,0077
388588	LOC388588	0,0498	0,22
388591	RNF207	-0,0197	0,2
388610	LOC388610	-0,2529	0,0000000000005
388630	LOC388630	-0,0333	0,022
388650	FAM69A	0,0183	0,000096
388662	SLC6A17	-0,1043	0,00029
388677	NOTCH2NL	0,7496	0,00000000013
388685	FLJ39739	0,0827	0,023
388692	LOC388692	-0,0262	0,14
388695	LYSMD1	-0,1804	0,000081
388698	FLG2	-0,02	0,3
388699	C1orf46	0,0307	0,27
388714	FMO6P	-0,0005	0,99
388743	CAPN8	-0,026	0,48
388753	C1orf31	-0,4099	0,00000000015
388780	LOC388780	0,1248	0,011
388789	LOC388789	-0,0423	0,21
388796	LOC388796	0,0824	0,086
388799	C20orf107	-0,0193	0,092
388815	C21orf34	0,6357	0,00000022
388886	C22orf36	-0,05	0,021
388889	LOC388889	-0,0267	0,0083
388948	LOC388948	-0,1213	0,000096
388951	TSPYL6	-0,0221	0,41
388962	BOLA3	-0,5211	0,00000028
388963	LOC388963	0,0295	0,36
388969	LOC388969	0,3831	0,00000022
389023	LOC389023	-0,1515	0,00071
389043	LOC389043	-0,0146	0,68
389058	SP5	0,0181	0,61
389073	LOC389073	-1,1806	0,000000000066
389084	UNQ830	0,3824	0,00004
389114	ZNF662	0,1458	0,000042
389119	C3orf54	0,0306	0,23
389123	IQCF2	0,1031	0,0053
389124	LOC389124	-0,0388	0,35
389136	VGLL3	-0,1	0,0011
389177	FLJ23172	0,037	0,5
389203	LOC389203	0,0602	0,31
389206	CCDC4	-0,0254	0,094
389289	C5orf39	0,1608	0,000079
389320	FLJ27505	-0,0512	0,13
389328	LOC389328	-0,0083	0,84
389332	LOC389332	-0,1814	0,0001
389337	FLJ41603	0,1965	0,0002
389362	C6orf86	-0,096	0,0000027
389376	SFTPG	-0,0045	0,9
389421	LIN28B	-0,132	0,005
389432	SAMD5	-0,4055	0,00000000036
389434	IYD	-0,0126	0,45
389458	LOC389458	-0,0624	0,12
389517	LOC389517	0,2405	0,00000091
389537	OR7E38P	0,2316	0,0000027
389541	LOC389541	0,2355	0,000094
389634	LOC389634	0,052	0,097
389641	LOC389641	0,027	0,35
389662	LOC389662	-0,0784	0,033
389677	RBM12B	-0,043	0,097
389715	C9orf144	-0,0155	0,54
389741	MGC21881	0,2025	0,000014
389763	FLJ46321	-0,0168	0,59
389765	LOC389765	0,4756	0,000000027
389792	IER5L	0,0453	0,094
389831	LOC389831	0,0433	0,57
389833	LOC389833	0,1248	0,01
389834	LOC389834	0,0359	0,12
389856	USP27X	-0,0071	0,86
389860	PAGE2B	-0,0041	0,86
389866	SERBP1P	-0,0086	0,71
389898	UBE2NL	-0,0363	0,24
389906	LOC389906	-0,0994	0,0039
389932	tAKR	-0,0262	0,42
389941	C1QL3	0,1777	0,000017
390035	OR52K3P	-0,0002	0,99
390561	LOC390561	-0,0123	0,74
390595	LOC390595	0,0194	0,52
390616	LOC390616	-0,0308	0,26
390688	LOC390688	0,0808	0,029
390705	LOC390705	0,0778	0,0042
